token_id,token_raw,token_decoded
130769,<|tool_result|>,<|tool_result|>
130770,<|function_call|>,<|function_call|>
130771,<|function_result|>,<|function_result|>
130772,<|api_request|>,<|api_request|>
130773,<|api_response|>,<|api_response|>
130774,<|schema|>,<|schema|>
130775,<|arguments|>,<|arguments|>
130776,<|source:wikipedia|>,<|source:wikipedia|>
130777,<|source:github|>,<|source:github|>
130778,<|source:arxiv|>,<|source:arxiv|>
130779,<|source:web|>,<|source:web|>
130780,<|source:book|>,<|source:book|>
130781,<|source:code|>,<|source:code|>
130782,<|source:docs|>,<|source:docs|>
130783,<|source:news|>,<|source:news|>
130784,<|source:social|>,<|source:social|>
130785,<|source:other|>,<|source:other|>
130786,<|think_begin|>,<|think_begin|>
130787,<|think_end|>,<|think_end|>
130788,<|step|>,<|step|>
130789,<|plan|>,<|plan|>
130790,<|reflect|>,<|reflect|>
130791,<|verify|>,<|verify|>
130792,<|conclude|>,<|conclude|>
130793,<|reason|>,<|reason|>
130794,<|analyze|>,<|analyze|>
130795,<|synthesize|>,<|synthesize|>
130796,<|fim_prefix|>,<|fim_prefix|>
130797,<|fim_middle|>,<|fim_middle|>
130798,<|fim_suffix|>,<|fim_suffix|>
130799,<|fim_pad|>,<|fim_pad|>
130800,<|vision_start|>,<|vision_start|>
130801,<|vision_end|>,<|vision_end|>
130802,<|vision_pad|>,<|vision_pad|>
130803,<|image_pad|>,<|image_pad|>
130804,<|video_pad|>,<|video_pad|>
130805,<|object_ref_start|>,<|object_ref_start|>
130806,<|object_ref_end|>,<|object_ref_end|>
130807,<|box_start|>,<|box_start|>
130808,<|box_end|>,<|box_end|>
130809,<|quad_start|>,<|quad_start|>
130810,<|quad_end|>,<|quad_end|>
130811,<|im_start|>,<|im_start|>
130812,<|im_end|>,<|im_end|>
130813,<|file_sep|>,<|file_sep|>
130814,<|repo_name|>,<|repo_name|>
130821,<|EOT|>,<|EOT|>
130822,<|reserved_0|>,<|reserved_0|>
130823,<|reserved_1|>,<|reserved_1|>
130824,<|reserved_2|>,<|reserved_2|>
130825,<|reserved_3|>,<|reserved_3|>
130826,<|reserved_4|>,<|reserved_4|>
130827,<|reserved_5|>,<|reserved_5|>
130828,<|reserved_6|>,<|reserved_6|>
130829,<|reserved_7|>,<|reserved_7|>
130830,<|reserved_8|>,<|reserved_8|>
130831,<|reserved_9|>,<|reserved_9|>
130832,<|reserved_10|>,<|reserved_10|>
130833,<|reserved_11|>,<|reserved_11|>
130834,<|reserved_12|>,<|reserved_12|>
130835,<|reserved_13|>,<|reserved_13|>
130836,<|reserved_14|>,<|reserved_14|>
130837,<|reserved_15|>,<|reserved_15|>
130838,<|reserved_16|>,<|reserved_16|>
130839,<|reserved_17|>,<|reserved_17|>
130840,<|reserved_18|>,<|reserved_18|>
130841,<|reserved_19|>,<|reserved_19|>
130842,<|reserved_20|>,<|reserved_20|>
130843,<|reserved_21|>,<|reserved_21|>
130844,<|reserved_22|>,<|reserved_22|>
130845,<|reserved_23|>,<|reserved_23|>
130846,<|reserved_24|>,<|reserved_24|>
130847,<|reserved_25|>,<|reserved_25|>
130848,<|reserved_26|>,<|reserved_26|>
130849,<|reserved_27|>,<|reserved_27|>
130850,<|reserved_28|>,<|reserved_28|>
130851,<|reserved_29|>,<|reserved_29|>
130852,<|reserved_30|>,<|reserved_30|>
130853,<|reserved_31|>,<|reserved_31|>
130854,<|reserved_32|>,<|reserved_32|>
130855,<|reserved_33|>,<|reserved_33|>
130856,<|reserved_34|>,<|reserved_34|>
130857,<|reserved_35|>,<|reserved_35|>
130858,<|reserved_36|>,<|reserved_36|>
130859,<|reserved_37|>,<|reserved_37|>
130860,<|reserved_38|>,<|reserved_38|>
130861,<|reserved_39|>,<|reserved_39|>
130862,<|reserved_40|>,<|reserved_40|>
130863,<|reserved_41|>,<|reserved_41|>
130864,<|reserved_42|>,<|reserved_42|>
130865,<|reserved_43|>,<|reserved_43|>
130866,<|reserved_44|>,<|reserved_44|>
130867,<|reserved_45|>,<|reserved_45|>
130868,<|reserved_46|>,<|reserved_46|>
130869,<|reserved_47|>,<|reserved_47|>
130870,<|reserved_48|>,<|reserved_48|>
130871,<|reserved_49|>,<|reserved_49|>
130872,<|reserved_50|>,<|reserved_50|>
130873,<|reserved_51|>,<|reserved_51|>
130874,<|reserved_52|>,<|reserved_52|>
130875,<|reserved_53|>,<|reserved_53|>
130876,<|reserved_54|>,<|reserved_54|>
130877,<|reserved_55|>,<|reserved_55|>
130878,<|reserved_56|>,<|reserved_56|>
130879,<|reserved_57|>,<|reserved_57|>
130880,<|reserved_58|>,<|reserved_58|>
130881,<|reserved_59|>,<|reserved_59|>
130882,<|reserved_60|>,<|reserved_60|>
130883,<|reserved_61|>,<|reserved_61|>
130884,<|reserved_62|>,<|reserved_62|>
130885,<|reserved_63|>,<|reserved_63|>
130886,<|reserved_64|>,<|reserved_64|>
130887,<|reserved_65|>,<|reserved_65|>
130888,<|reserved_66|>,<|reserved_66|>
130889,<|reserved_67|>,<|reserved_67|>
130890,<|reserved_68|>,<|reserved_68|>
130891,<|reserved_69|>,<|reserved_69|>
130892,<|reserved_70|>,<|reserved_70|>
130893,<|reserved_71|>,<|reserved_71|>
130894,<|reserved_72|>,<|reserved_72|>
130895,<|reserved_73|>,<|reserved_73|>
130896,<|reserved_74|>,<|reserved_74|>
130897,<|reserved_75|>,<|reserved_75|>
130898,<|reserved_76|>,<|reserved_76|>
130899,<|reserved_77|>,<|reserved_77|>
130900,<|reserved_78|>,<|reserved_78|>
130901,<|reserved_79|>,<|reserved_79|>
130902,<|reserved_80|>,<|reserved_80|>
130903,<|reserved_81|>,<|reserved_81|>
130904,<|reserved_82|>,<|reserved_82|>
130905,<|reserved_83|>,<|reserved_83|>
130906,<|reserved_84|>,<|reserved_84|>
130907,<|reserved_85|>,<|reserved_85|>
130908,<|reserved_86|>,<|reserved_86|>
130909,<|reserved_87|>,<|reserved_87|>
130910,<|reserved_88|>,<|reserved_88|>
130911,<|reserved_89|>,<|reserved_89|>
130912,<|reserved_90|>,<|reserved_90|>
130913,<|reserved_91|>,<|reserved_91|>
130914,<|reserved_92|>,<|reserved_92|>
130915,<|reserved_93|>,<|reserved_93|>
130916,<|reserved_94|>,<|reserved_94|>
130917,<|reserved_95|>,<|reserved_95|>
130918,<|reserved_96|>,<|reserved_96|>
130919,<|reserved_97|>,<|reserved_97|>
130920,<|reserved_98|>,<|reserved_98|>
130921,<|reserved_99|>,<|reserved_99|>
130922,<|reserved_100|>,<|reserved_100|>
130923,<|reserved_101|>,<|reserved_101|>
130924,<|reserved_102|>,<|reserved_102|>
130925,<|reserved_103|>,<|reserved_103|>
130926,<|reserved_104|>,<|reserved_104|>
130927,<|reserved_105|>,<|reserved_105|>
130928,<|reserved_106|>,<|reserved_106|>
130929,<|reserved_107|>,<|reserved_107|>
130930,<|reserved_108|>,<|reserved_108|>
130931,<|reserved_109|>,<|reserved_109|>
130932,<|reserved_110|>,<|reserved_110|>
130933,<|reserved_111|>,<|reserved_111|>
130934,<|reserved_112|>,<|reserved_112|>
130935,<|reserved_113|>,<|reserved_113|>
130936,<|reserved_114|>,<|reserved_114|>
130937,<|reserved_115|>,<|reserved_115|>
130938,<|reserved_116|>,<|reserved_116|>
130939,<|reserved_117|>,<|reserved_117|>
130940,<|reserved_118|>,<|reserved_118|>
130941,<|reserved_119|>,<|reserved_119|>
130942,<|reserved_120|>,<|reserved_120|>
130943,<|reserved_121|>,<|reserved_121|>
130944,<|reserved_122|>,<|reserved_122|>
130945,<|reserved_123|>,<|reserved_123|>
130946,<|reserved_124|>,<|reserved_124|>
130947,<|reserved_125|>,<|reserved_125|>
130948,<|reserved_126|>,<|reserved_126|>
130949,<|reserved_127|>,<|reserved_127|>
130950,<|reserved_128|>,<|reserved_128|>
130951,<|reserved_129|>,<|reserved_129|>
130952,<|reserved_130|>,<|reserved_130|>
130953,<|reserved_131|>,<|reserved_131|>
130954,<|reserved_132|>,<|reserved_132|>
130955,<|reserved_133|>,<|reserved_133|>
130956,<|reserved_134|>,<|reserved_134|>
130957,<|reserved_135|>,<|reserved_135|>
130958,<|reserved_136|>,<|reserved_136|>
130959,<|reserved_137|>,<|reserved_137|>
130960,<|reserved_138|>,<|reserved_138|>
130961,<|reserved_139|>,<|reserved_139|>
130962,<|reserved_140|>,<|reserved_140|>
130963,<|reserved_141|>,<|reserved_141|>
130964,<|reserved_142|>,<|reserved_142|>
130965,<|reserved_143|>,<|reserved_143|>
130966,<|reserved_144|>,<|reserved_144|>
130967,<|reserved_145|>,<|reserved_145|>
130968,<|reserved_146|>,<|reserved_146|>
130969,<|reserved_147|>,<|reserved_147|>
130970,<|reserved_148|>,<|reserved_148|>
130971,<|reserved_149|>,<|reserved_149|>
130972,<|reserved_150|>,<|reserved_150|>
130973,<|reserved_151|>,<|reserved_151|>
130974,<|reserved_152|>,<|reserved_152|>
130975,<|reserved_153|>,<|reserved_153|>
130976,<|reserved_154|>,<|reserved_154|>
130977,<|reserved_155|>,<|reserved_155|>
130978,<|reserved_156|>,<|reserved_156|>
130979,<|reserved_157|>,<|reserved_157|>
130980,<|reserved_158|>,<|reserved_158|>
130981,<|reserved_159|>,<|reserved_159|>
130982,<|reserved_160|>,<|reserved_160|>
130983,<|reserved_161|>,<|reserved_161|>
130984,<|reserved_162|>,<|reserved_162|>
130985,<|reserved_163|>,<|reserved_163|>
130986,<|reserved_164|>,<|reserved_164|>
130987,<|reserved_165|>,<|reserved_165|>
130988,<|reserved_166|>,<|reserved_166|>
130989,<|reserved_167|>,<|reserved_167|>
130990,<|reserved_168|>,<|reserved_168|>
130991,<|reserved_169|>,<|reserved_169|>
130992,<|reserved_170|>,<|reserved_170|>
130993,<|reserved_171|>,<|reserved_171|>
130994,<|reserved_172|>,<|reserved_172|>
130995,<|reserved_173|>,<|reserved_173|>
130996,<|reserved_174|>,<|reserved_174|>
130997,<|reserved_175|>,<|reserved_175|>
130998,<|reserved_176|>,<|reserved_176|>
130999,<|reserved_177|>,<|reserved_177|>
131000,<|reserved_178|>,<|reserved_178|>
131001,<|reserved_179|>,<|reserved_179|>
131002,<|reserved_180|>,<|reserved_180|>
131003,<|reserved_181|>,<|reserved_181|>
131004,<|reserved_182|>,<|reserved_182|>
131005,<|reserved_183|>,<|reserved_183|>
131006,<|reserved_184|>,<|reserved_184|>
131007,<|reserved_185|>,<|reserved_185|>
131008,<|reserved_186|>,<|reserved_186|>
131009,<|reserved_187|>,<|reserved_187|>
131010,<|reserved_188|>,<|reserved_188|>
131011,<|reserved_189|>,<|reserved_189|>
131012,<|reserved_190|>,<|reserved_190|>
131013,<|reserved_191|>,<|reserved_191|>
131014,<|reserved_192|>,<|reserved_192|>
131015,<|reserved_193|>,<|reserved_193|>
131016,<|reserved_194|>,<|reserved_194|>
131017,<|reserved_195|>,<|reserved_195|>
131018,<|reserved_196|>,<|reserved_196|>
131019,<|reserved_197|>,<|reserved_197|>
131020,<|reserved_198|>,<|reserved_198|>
131021,<|reserved_199|>,<|reserved_199|>
131022,<|reserved_200|>,<|reserved_200|>
131023,<|reserved_201|>,<|reserved_201|>
131024,<|reserved_202|>,<|reserved_202|>
131025,<|reserved_203|>,<|reserved_203|>
131026,<|reserved_204|>,<|reserved_204|>
131027,<|reserved_205|>,<|reserved_205|>
131028,<|reserved_206|>,<|reserved_206|>
131029,<|reserved_207|>,<|reserved_207|>
131030,<|reserved_208|>,<|reserved_208|>
131031,<|reserved_209|>,<|reserved_209|>
131032,<|reserved_210|>,<|reserved_210|>
131033,<|reserved_211|>,<|reserved_211|>
131034,<|reserved_212|>,<|reserved_212|>
131035,<|reserved_213|>,<|reserved_213|>
131036,<|reserved_214|>,<|reserved_214|>
131037,<|reserved_215|>,<|reserved_215|>
131038,<|reserved_216|>,<|reserved_216|>
131039,<|reserved_217|>,<|reserved_217|>
131040,<|reserved_218|>,<|reserved_218|>
131041,<|reserved_219|>,<|reserved_219|>
131042,<|reserved_220|>,<|reserved_220|>
131043,<|reserved_221|>,<|reserved_221|>
131044,<|reserved_222|>,<|reserved_222|>
131045,<|reserved_223|>,<|reserved_223|>
131046,<|reserved_224|>,<|reserved_224|>
131047,<|reserved_225|>,<|reserved_225|>
131048,<|reserved_226|>,<|reserved_226|>
131049,<|reserved_227|>,<|reserved_227|>
131050,<|reserved_228|>,<|reserved_228|>
131051,<|reserved_229|>,<|reserved_229|>
131052,<|reserved_230|>,<|reserved_230|>
131053,<|reserved_231|>,<|reserved_231|>
131054,<|reserved_232|>,<|reserved_232|>
131055,<|reserved_233|>,<|reserved_233|>
131056,<|reserved_234|>,<|reserved_234|>
131057,<|reserved_235|>,<|reserved_235|>
131058,<|reserved_236|>,<|reserved_236|>
131059,<|reserved_237|>,<|reserved_237|>
131060,<|reserved_238|>,<|reserved_238|>
131061,<|reserved_239|>,<|reserved_239|>
131062,<|reserved_240|>,<|reserved_240|>
131063,<|reserved_241|>,<|reserved_241|>
131064,<|reserved_242|>,<|reserved_242|>
131065,<|reserved_243|>,<|reserved_243|>
131066,<|reserved_244|>,<|reserved_244|>
131067,<|reserved_245|>,<|reserved_245|>
131068,<|reserved_246|>,<|reserved_246|>
131069,<|reserved_247|>,<|reserved_247|>
131070,<|reserved_248|>,<|reserved_248|>
131071,<|reserved_249|>,<|reserved_249|>
